record_id,event_timestamp_utc,source_system,depot_id,depot_name,region,product_code,tank_id,pipeline_segment,flow_rate_lpm,pressure_psi,temperature_c,inventory_litres,pump_status,valve_status,api_weather_condition,api_temperature_c,scraped_market_price_usd_bbl,operator_shift,incident_flag,maintenance_required,ingested_at_utc,batch_id,quality_issue_type,missing_record_flag,null_record_flag,source_url,d_depot_name,source
OPS-00093,"2026-03-01 23:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T12,Nairobi-Eldoret,570.52,51.38,23.6,1895454.22,RUNNING,PARTIAL,Cloudy,23.6,114.63,Night,0,1,2026-03-01T23:33:00Z,BATCH-20260301,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00095,"2026-03-01 23:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,PMS,T15,Nairobi-Eldoret,1312.25,52.67,36.8,1219381.43,RUNNING,OPEN,"Light Rain",28.2,94.67,Night,0,0,2026-03-01T23:47:00Z,BATCH-20260301,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00096,"2026-03-01 23:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,PMS,T04,Eldoret-Kisumu,874.39,78.88,22.7,422345.6,IDLE,OPEN,Cloudy,25.2,78.93,Night,0,0,2026-03-01T23:51:00Z,BATCH-20260301,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00097,"2026-03-02 00:00:00+00:00",SCADA,DPT004,"Kisumu Depot",Nyanza,AGO,T09,Nairobi-Eldoret,1343.04,136.85,37.8,2099964.14,STOPPED,OPEN,"Heavy Rain",22.0,81.5,Day,0,0,2026-03-02T00:18:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00098,"2026-03-02 00:15:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T06,Mombasa-Nairobi,1036.79,168.48,18.9,167224.18,RUNNING,OPEN,"Light Rain",27.7,93.8,Day,0,0,2026-03-02T00:30:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00099,"2026-03-02 00:30:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,AGO,T09,Nairobi-Morendat,1284.97,75.85,28.5,2147125.73,RUNNING,OPEN,"Light Rain",23.6,83.26,Day,0,0,2026-03-02T00:33:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00100,"2026-03-02 00:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",AGO,T12,Nairobi-Morendat,1266.59,81.23,37.1,2551573.43,RUNNING,OPEN,"Light Rain",27.1,76.74,Day,0,0,2026-03-02T01:09:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-00102,"2026-03-02 01:15:00+00:00",API,DPT002,"Mombasa Terminal",Coast,JET-A1,T14,Nairobi-Eldoret,1339.51,106.16,26.8,1233790.63,STOPPED,OPEN,Windy,24.8,72.18,Day,0,0,2026-03-02T01:29:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00103,"2026-03-02 01:30:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,AGO,T03,Eldoret-Kisumu,600.92,59.41,24.2,513871.21,RUNNING,OPEN,"Light Rain",29.5,74.77,Day,0,0,2026-03-02T01:42:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00104,"2026-03-02 01:45:00+00:00",API,DPT001,"Nairobi Terminal",Central,PMS,T12,Nairobi-Morendat,896.43,180.19,27.5,996703.96,RUNNING,OPEN,Clear,30.9,72.33,Day,0,0,2026-03-02T02:19:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00105,"2026-03-02 02:00:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,AGO,T17,Mombasa-Nairobi,1239.37,78.87,34.4,2457640.03,RUNNING,OPEN,Clear,16.3,73.44,Day,1,0,2026-03-02T02:09:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00106,"2026-03-02 02:15:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T14,Eldoret-Kisumu,865.28,150.36,24.9,1199297.86,IDLE,OPEN,"Light Rain",24.5,96.68,Day,0,0,2026-03-02T02:48:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00108,"2026-03-02 02:45:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,AGO,T14,Nairobi-Morendat,1006.64,108.24,18.2,871036.46,ALARM,OPEN,Clear,18.0,113.58,Day,0,0,2026-03-02T03:10:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00109,"2026-03-02 03:00:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T09,Nairobi-Morendat,934.9,113.8,27.4,2715316.45,RUNNING,OPEN,Cloudy,19.9,115.23,Day,0,0,2026-03-02T03:03:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00110,"2026-03-02 03:15:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",IK,T13,Mombasa-Nairobi,837.66,163.12,37.6,2551078.76,RUNNING,OPEN,Clear,22.2,82.49,Day,0,0,2026-03-02T03:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-00111,"2026-03-02 03:30:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T09,Mombasa-Nairobi,1170.84,79.35,22.5,744961.69,RUNNING,OPEN,Clear,32.2,105.83,Day,0,0,2026-03-02T03:48:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00112,"2026-03-02 03:45:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,PMS,T14,Mombasa-Nairobi,843.75,155.02,27.1,219399.47,RUNNING,OPEN,Windy,21.6,112.43,Day,0,0,2026-03-02T04:17:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00113,"2026-03-02 04:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,AGO,T01,Nairobi-Eldoret,612.54,110.87,28.4,1785836.92,RUNNING,OPEN,Windy,33.4,87.43,Day,0,1,2026-03-02T04:18:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00115,"2026-03-02 04:30:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,JET-A1,T07,Eldoret-Kisumu,859.26,137.56,23.8,1564486.4,ALARM,CLOSED,Cloudy,29.1,90.39,Day,0,0,2026-03-02T04:44:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-00120,"2026-03-02 05:45:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",PMS,T09,Nairobi-Eldoret,1240.27,46.14,30.1,1405249.55,RUNNING,OPEN,"Heavy Rain",26.7,114.86,Day,0,0,2026-03-02T06:01:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-00121,"2026-03-02 06:00:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T02,Mombasa-Nairobi,428.88,161.08,22.4,191922.91,IDLE,OPEN,"Heavy Rain",32.9,102.87,Day,0,0,2026-03-02T06:15:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-00124,"2026-03-02 06:45:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,JET-A1,T04,Nairobi-Morendat,576.57,128.88,24.5,2780829.41,RUNNING,PARTIAL,"Light Rain",20.8,96.16,Day,0,0,2026-03-02T06:59:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00125,"2026-03-02 07:00:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T01,Mombasa-Nairobi,1073.91,74.86,29.1,1735616.9,RUNNING,OPEN,Cloudy,29.7,75.33,Day,0,0,2026-03-02T07:24:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-00128,"2026-03-02 07:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,AGO,T14,Nairobi-Morendat,1056.0,112.52,34.0,707431.4,IDLE,PARTIAL,"Light Rain",31.7,114.88,Day,0,0,2026-03-02T07:56:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-00129,"2026-03-02 08:00:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",IK,T04,Mombasa-Nairobi,457.53,56.6,19.0,1876877.47,RUNNING,OPEN,"Light Rain",24.5,102.22,Evening,0,0,2026-03-02T08:15:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00130,"2026-03-02 08:15:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,PMS,T11,Mombasa-Nairobi,630.34,179.0,22.3,1519728.02,STOPPED,PARTIAL,"Heavy Rain",31.4,81.58,Evening,0,0,2026-03-02T08:30:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00131,"2026-03-02 08:30:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,PMS,T04,Mombasa-Nairobi,924.9,125.76,27.2,2105173.39,STOPPED,OPEN,Clear,21.8,86.47,Evening,0,0,2026-03-02T08:33:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00132,"2026-03-02 08:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,JET-A1,T06,Eldoret-Kisumu,689.33,130.51,19.0,503430.05,ALARM,OPEN,"Light Rain",29.1,104.23,Evening,0,1,2026-03-02T09:21:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-00133,"2026-03-02 09:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",AGO,T18,Mombasa-Nairobi,1012.49,137.96,20.7,1901058.38,RUNNING,PARTIAL,Clear,22.1,91.18,Evening,0,0,2026-03-02T09:12:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-00134,"2026-03-02 09:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,AGO,T13,Eldoret-Kisumu,1099.72,178.26,21.6,1865397.5,RUNNING,OPEN,Clear,29.1,105.49,Evening,0,0,2026-03-02T09:51:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00135,"2026-03-02 09:30:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,IK,T08,Nairobi-Morendat,686.08,55.82,21.8,241875.34,RUNNING,OPEN,Cloudy,16.5,96.61,Evening,0,0,2026-03-02T10:10:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-00136,"2026-03-02 09:45:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,JET-A1,T03,Nairobi-Morendat,937.57,183.02,36.1,1055396.83,RUNNING,OPEN,"Heavy Rain",22.5,100.19,Evening,0,1,2026-03-02T09:52:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00137,"2026-03-02 10:00:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,IK,T18,Mombasa-Nairobi,1310.21,127.16,31.8,1292850.88,ALARM,OPEN,"Heavy Rain",16.6,88.01,Evening,0,0,2026-03-02T10:06:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-00139,"2026-03-02 10:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,AGO,T18,Nairobi-Morendat,845.11,175.64,21.6,1651610.48,RUNNING,OPEN,Clear,16.8,105.52,Evening,0,1,2026-03-02T10:50:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-00141,"2026-03-02 11:00:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T11,Mombasa-Nairobi,655.78,160.51,18.7,367429.22,RUNNING,OPEN,"Light Rain",25.4,110.95,Evening,0,0,2026-03-02T11:33:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00142,"2026-03-02 11:15:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,PMS,T18,Mombasa-Nairobi,711.94,102.97,36.5,425212.59,RUNNING,OPEN,"Light Rain",25.8,81.81,Evening,0,0,2026-03-02T11:55:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00144,"2026-03-02 11:45:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",AGO,T18,Mombasa-Nairobi,997.88,155.63,24.9,1005731.69,RUNNING,OPEN,"Heavy Rain",29.6,101.07,Evening,0,0,2026-03-02T12:06:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-00145,"2026-03-02 12:00:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",AGO,T05,Nairobi-Eldoret,1130.28,78.37,23.4,2892303.76,RUNNING,CLOSED,"Heavy Rain",33.2,103.05,Evening,0,0,2026-03-02T12:35:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00146,"2026-03-02 12:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,AGO,T15,Eldoret-Kisumu,1206.36,117.88,32.6,1818959.66,RUNNING,OPEN,Cloudy,17.6,91.91,Evening,0,0,2026-03-02T12:33:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-00147,"2026-03-02 12:30:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,JET-A1,T04,Nairobi-Morendat,877.82,125.24,35.0,967902.84,RUNNING,OPEN,"Heavy Rain",18.2,105.54,Evening,0,0,2026-03-02T12:51:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00148,"2026-03-02 12:45:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",IK,T16,Nairobi-Eldoret,636.69,45.96,35.2,1131242.95,RUNNING,OPEN,"Light Rain",31.9,85.95,Evening,1,0,2026-03-02T13:11:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00149,"2026-03-02 13:00:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,IK,T13,Eldoret-Kisumu,1172.14,58.76,27.5,1361736.46,ALARM,OPEN,Clear,27.2,108.79,Evening,0,0,2026-03-02T13:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00150,"2026-03-02 13:15:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",PMS,T18,Eldoret-Kisumu,1072.47,96.21,35.2,1712804.11,STOPPED,OPEN,Cloudy,18.2,80.42,Evening,0,0,2026-03-02T13:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-00152,"2026-03-02 13:45:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,IK,T05,Mombasa-Nairobi,1186.83,74.43,22.9,2770062.61,RUNNING,OPEN,"Light Rain",27.1,108.69,Evening,0,1,2026-03-02T14:13:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00153,"2026-03-02 14:00:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,PMS,T10,Nairobi-Eldoret,860.94,172.97,27.1,463977.52,RUNNING,PARTIAL,"Light Rain",20.4,86.42,Evening,0,0,2026-03-02T14:05:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00154,"2026-03-02 14:15:00+00:00",API,DPT002,"Mombasa Terminal",Coast,JET-A1,T04,Mombasa-Nairobi,1021.76,166.23,35.5,2061673.71,RUNNING,OPEN,Clear,29.8,107.68,Evening,0,0,2026-03-02T14:40:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00156,"2026-03-02 14:45:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,PMS,T14,Mombasa-Nairobi,957.42,158.46,28.0,2633776.36,RUNNING,OPEN,"Light Rain",31.5,91.7,Evening,0,0,2026-03-02T15:11:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00157,"2026-03-02 15:00:00+00:00",SCADA,DPT004,"Kisumu Depot",Nyanza,PMS,T15,Nairobi-Morendat,651.95,54.65,31.6,928226.78,RUNNING,OPEN,Cloudy,30.9,76.21,Evening,0,1,2026-03-02T15:18:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00158,"2026-03-02 15:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T08,Nairobi-Morendat,645.94,52.08,36.0,401414.84,RUNNING,OPEN,Cloudy,22.9,96.19,Evening,0,0,2026-03-02T15:30:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00159,"2026-03-02 15:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,AGO,T15,Nairobi-Morendat,458.28,154.58,26.5,1713703.82,RUNNING,OPEN,Cloudy,31.3,98.62,Evening,0,0,2026-03-02T15:44:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00160,"2026-03-02 15:45:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,AGO,T01,Nairobi-Morendat,1216.73,157.05,23.1,442396.08,ALARM,OPEN,Windy,32.0,85.44,Evening,0,0,2026-03-02T16:17:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-00161,"2026-03-02 16:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T05,Eldoret-Kisumu,1129.01,114.03,25.0,1623229.97,RUNNING,OPEN,Clear,29.0,72.28,Night,0,0,2026-03-02T16:05:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00163,"2026-03-02 16:30:00+00:00",API,DPT001,"Nairobi Terminal",Central,PMS,T03,Nairobi-Eldoret,887.0,122.56,20.0,1118760.05,RUNNING,OPEN,"Light Rain",27.4,94.03,Night,0,0,2026-03-02T16:51:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00164,"2026-03-02 16:45:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,AGO,T15,Mombasa-Nairobi,520.65,123.42,32.7,410705.63,RUNNING,OPEN,Clear,21.6,98.91,Night,0,0,2026-03-02T17:07:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00165,"2026-03-02 17:00:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T03,Nairobi-Morendat,1309.64,102.92,33.7,1184241.34,RUNNING,OPEN,Clear,21.2,112.65,Night,0,0,2026-03-02T17:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00166,"2026-03-02 17:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,PMS,T10,Eldoret-Kisumu,555.32,131.99,30.3,171099.7,RUNNING,PARTIAL,Clear,18.0,80.72,Night,0,0,2026-03-02T17:52:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00167,"2026-03-02 17:30:00+00:00",API,DPT001,"Nairobi Terminal",Central,PMS,T14,Eldoret-Kisumu,431.4,133.53,22.2,1398159.21,RUNNING,PARTIAL,Clear,17.3,103.47,Night,0,0,2026-03-02T17:45:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-00168,"2026-03-02 17:45:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T16,Eldoret-Kisumu,445.4,71.36,34.6,649057.87,ALARM,OPEN,"Heavy Rain",28.5,90.19,Night,0,1,2026-03-02T17:52:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00169,"2026-03-02 18:00:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,IK,T02,Mombasa-Nairobi,608.87,63.88,34.4,2686610.54,STOPPED,OPEN,"Light Rain",18.6,77.36,Night,0,0,2026-03-02T18:17:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-00170,"2026-03-02 18:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T02,Mombasa-Nairobi,1077.01,113.27,19.9,1602111.81,IDLE,OPEN,"Light Rain",18.2,99.19,Night,0,0,2026-03-02T18:42:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00171,"2026-03-02 18:30:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T01,Mombasa-Nairobi,1058.68,184.79,27.8,972261.5,RUNNING,PARTIAL,"Light Rain",20.5,98.06,Night,0,0,2026-03-02T18:40:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00172,"2026-03-02 18:45:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,AGO,T14,Nairobi-Morendat,995.37,168.84,30.2,2631154.66,RUNNING,OPEN,Clear,17.9,111.4,Night,0,0,2026-03-02T18:59:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-00173,"2026-03-02 19:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T12,Nairobi-Morendat,751.73,138.43,33.2,2476690.76,IDLE,OPEN,Cloudy,27.7,89.98,Night,0,0,2026-03-02T19:20:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00174,"2026-03-02 19:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,PMS,T10,Nairobi-Eldoret,1040.17,157.47,19.0,1335786.29,RUNNING,OPEN,"Light Rain",23.9,73.99,Night,0,0,2026-03-02T19:20:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00176,"2026-03-02 19:45:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",AGO,T01,Eldoret-Kisumu,1087.99,148.58,36.0,760820.07,RUNNING,OPEN,Windy,19.7,78.33,Night,0,0,2026-03-02T19:52:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00177,"2026-03-02 20:00:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,JET-A1,T02,Nairobi-Eldoret,870.23,97.53,38.0,998474.05,RUNNING,OPEN,Windy,18.1,91.93,Night,0,0,2026-03-02T20:23:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00178,"2026-03-02 20:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,JET-A1,T03,Mombasa-Nairobi,1142.65,151.0,32.9,1221308.82,RUNNING,OPEN,Cloudy,22.7,97.77,Night,0,0,2026-03-02T20:45:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00181,"2026-03-02 21:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T11,Nairobi-Morendat,1023.99,100.9,32.3,2743164.94,IDLE,OPEN,Windy,33.1,74.44,Night,0,1,2026-03-02T21:29:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00182,"2026-03-02 21:15:00+00:00",API,DPT002,"Mombasa Terminal",Coast,JET-A1,T18,Eldoret-Kisumu,590.06,182.7,29.8,328197.48,ALARM,OPEN,Windy,19.5,82.67,Night,0,0,2026-03-02T21:46:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00183,"2026-03-02 21:30:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T03,Nairobi-Eldoret,1254.76,145.03,18.5,532867.42,STOPPED,PARTIAL,Cloudy,29.1,114.85,Night,0,0,2026-03-02T21:48:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00184,"2026-03-02 21:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T12,Nairobi-Eldoret,463.85,151.49,26.8,1991593.33,STOPPED,PARTIAL,Clear,19.1,114.08,Night,1,0,2026-03-02T22:09:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00185,"2026-03-02 22:00:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,JET-A1,T05,Nairobi-Morendat,952.52,103.38,23.9,1257641.29,IDLE,OPEN,"Heavy Rain",29.0,113.57,Night,0,0,2026-03-02T22:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00186,"2026-03-02 22:15:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",AGO,T02,Nairobi-Eldoret,710.09,117.97,27.9,1433711.46,IDLE,OPEN,Clear,25.1,79.37,Night,0,0,2026-03-02T22:31:00Z,BATCH-20260302,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
